
# Surface 0 of 2 surfaces

# Curve title: "datafile u ($3 < 0 ? $1 : 1/0):2:4"

# Contour 0, label:     -0.5
 0.89  6.96167 -2 
 0.87  6.96167 -2 
 0.85  6.96167 -2 
 0.83  6.96167 -2 
 0.81  6.96167 -2 
 0.79  6.96167 -2 
 0.77  6.96167 -2 
 0.75  6.96167 -2 
 0.73  6.96167 -2 
 0.71  6.96167 -2 
 0.69  6.96167 -2 
 0.67  6.96167 -2 
 0.65  6.96167 -2 
 0.63  6.96167 -2 
 0.61  6.96167 -2 
 0.59  6.96167 -2 
 0.57  6.96167 -2 
 0.55  6.96167 -2 
 0.53  6.96167 -2 
 0.51  6.96167 -2 
 0.49  6.96167 -2 
 0.47  6.96167 -2 
 0.45  6.96167 -2 
 0.43  6.96167 -2 
 0.41  6.96167 -2 
 0.39  6.96167 -2 
 0.37  6.96167 -2 
 0.35  6.96167 -2 
 0.33  6.96167 -2 
 0.31  6.96167 -2 
 0.29  6.96167 -2 
 0.27  6.96167 -2 
 0.25  6.96167 -2 
 0.23  6.96167 -2 
 0.21  6.96167 -2 
 0.19  6.96167 -2 
 0.17  6.96167 -2 
 0.15  6.96167 -2 
 0.13  6.96167 -2 
 0.11  6.96167 -2 
 0.09  6.96167 -2 
 0.07  6.96167 -2 
 0.05  6.96167 -2 
 0.03  6.96167 -2 
 0.01  6.96167 -2 


# Contour 4, label:     -2.5
 0.99  6.4319 -2.5 
 0.97  6.4319 -2.5 
 0.95  6.4319 -2.5 
 0.93  6.4319 -2.5 
 0.91  6.4319 -2.5 
 0.89  6.4319 -2.5 
 0.87  6.4319 -2.5 
 0.85  6.4319 -2.5 
 0.83  6.4319 -2.5 
 0.81  6.4319 -2.5 
 0.79  6.4319 -2.5 
 0.77  6.4319 -2.5 
 0.75  6.4319 -2.5 
 0.73  6.4319 -2.5 
 0.71  6.4319 -2.5 
 0.69  6.4319 -2.5 
 0.67  6.4319 -2.5 
 0.65  6.4319 -2.5 
 0.63  6.4319 -2.5 
 0.61  6.4319 -2.5 
 0.59  6.4319 -2.5 
 0.57  6.4319 -2.5 
 0.55  6.4319 -2.5 
 0.53  6.4319 -2.5 
 0.51  6.4319 -2.5 
 0.49  6.4319 -2.5 
 0.47  6.4319 -2.5 
 0.45  6.4319 -2.5 
 0.43  6.4319 -2.5 
 0.41  6.4319 -2.5 
 0.39  6.4319 -2.5 
 0.37  6.4319 -2.5 
 0.35  6.4319 -2.5 
 0.33  6.4319 -2.5 
 0.31  6.4319 -2.5 
 0.29  6.4319 -2.5 
 0.27  6.4319 -2.5 
 0.25  6.4319 -2.5 
 0.23  6.4319 -2.5 
 0.21  6.4319 -2.5 
 0.19  6.4319 -2.5 
 0.17  6.4319 -2.5 
 0.15  6.4319 -2.5 
 0.13  6.4319 -2.5 
 0.11  6.4319 -2.5 
 0.09  6.4319 -2.5 
 0.07  6.4319 -2.5 
 0.05  6.4319 -2.5 
 0.03  6.4319 -2.5 
 0.01  6.4319 -2.5 


# Contour 5, label:       -3
 0.99  5.97864 -3 
 0.97  5.97864 -3 
 0.95  5.97864 -3 
 0.93  5.97864 -3 
 0.91  5.97864 -3 
 0.89  5.97864 -3 
 0.87  5.97864 -3 
 0.85  5.97864 -3 
 0.83  5.97864 -3 
 0.81  5.97864 -3 
 0.79  5.97864 -3 
 0.77  5.97864 -3 
 0.75  5.97864 -3 
 0.73  5.97864 -3 
 0.71  5.97864 -3 
 0.69  5.97864 -3 
 0.67  5.97864 -3 
 0.65  5.97864 -3 
 0.63  5.97864 -3 
 0.61  5.97864 -3 
 0.59  5.97864 -3 
 0.57  5.97864 -3 
 0.55  5.97864 -3 
 0.53  5.97864 -3 
 0.51  5.97864 -3 
 0.49  5.97864 -3 
 0.47  5.97864 -3 
 0.45  5.97864 -3 
 0.43  5.97864 -3 
 0.41  5.97864 -3 
 0.39  5.97864 -3 
 0.37  5.97864 -3 
 0.35  5.97864 -3 
 0.33  5.97864 -3 
 0.31  5.97864 -3 
 0.29  5.97864 -3 
 0.27  5.97864 -3 
 0.25  5.97864 -3 
 0.23  5.97864 -3 
 0.21  5.97864 -3 
 0.19  5.97864 -3 
 0.17  5.97864 -3 
 0.15  5.97864 -3 
 0.13  5.97864 -3 
 0.11  5.97864 -3 
 0.09  5.97864 -3 
 0.07  5.97864 -3 
 0.05  5.97864 -3 
 0.03  5.97864 -3 
 0.01  5.97864 -3 


# Contour 6, label:     -3.5
 0.99  5.57637 -3.5 
 0.97  5.57637 -3.5 
 0.95  5.57637 -3.5 
 0.93  5.57637 -3.5 
 0.91  5.57637 -3.5 
 0.89  5.57637 -3.5 
 0.87  5.57637 -3.5 
 0.85  5.57637 -3.5 
 0.83  5.57637 -3.5 
 0.81  5.57637 -3.5 
 0.79  5.57637 -3.5 
 0.77  5.57637 -3.5 
 0.75  5.57637 -3.5 
 0.73  5.57637 -3.5 
 0.71  5.57637 -3.5 
 0.69  5.57637 -3.5 
 0.67  5.57637 -3.5 
 0.65  5.57637 -3.5 
 0.63  5.57637 -3.5 
 0.61  5.57637 -3.5 
 0.59  5.57637 -3.5 
 0.57  5.57637 -3.5 
 0.55  5.57637 -3.5 
 0.53  5.57637 -3.5 
 0.51  5.57637 -3.5 
 0.49  5.57637 -3.5 
 0.47  5.57637 -3.5 
 0.45  5.57637 -3.5 
 0.43  5.57637 -3.5 
 0.41  5.57637 -3.5 
 0.39  5.57637 -3.5 
 0.37  5.57637 -3.5 
 0.35  5.57637 -3.5 
 0.33  5.57637 -3.5 
 0.31  5.57637 -3.5 
 0.29  5.57637 -3.5 
 0.27  5.57637 -3.5 
 0.25  5.57637 -3.5 
 0.23  5.57637 -3.5 
 0.21  5.57637 -3.5 
 0.19  5.57637 -3.5 
 0.17  5.57637 -3.5 
 0.15  5.57637 -3.5 
 0.13  5.57637 -3.5 
 0.11  5.57637 -3.5 
 0.09  5.57637 -3.5 
 0.07  5.57637 -3.5 
 0.05  5.57637 -3.5 
 0.03  5.57637 -3.5 
 0.01  5.57637 -3.5 


# Contour 7, label:       -4
 0.99  5.21056 -4 
 0.97  5.21056 -4 
 0.95  5.21056 -4 
 0.93  5.21056 -4 
 0.91  5.21056 -4 
 0.89  5.21056 -4 
 0.87  5.21056 -4 
 0.85  5.21056 -4 
 0.83  5.21056 -4 
 0.81  5.21056 -4 
 0.79  5.21056 -4 
 0.77  5.21056 -4 
 0.75  5.21056 -4 
 0.73  5.21056 -4 
 0.71  5.21056 -4 
 0.69  5.21056 -4 
 0.67  5.21056 -4 
 0.65  5.21056 -4 
 0.63  5.21056 -4 
 0.61  5.21056 -4 
 0.59  5.21056 -4 
 0.57  5.21056 -4 
 0.55  5.21056 -4 
 0.53  5.21056 -4 
 0.51  5.21056 -4 
 0.49  5.21055 -4 
 0.47  5.21055 -4 
 0.45  5.21055 -4 
 0.43  5.21055 -4 
 0.41  5.21055 -4 
 0.39  5.21055 -4 
 0.37  5.21055 -4 
 0.35  5.21055 -4 
 0.33  5.21055 -4 
 0.31  5.21055 -4 
 0.29  5.21055 -4 
 0.27  5.21054 -4 
 0.25  5.21054 -4 
 0.23  5.21054 -4 
 0.21  5.21054 -4 
 0.19  5.21054 -4 
 0.17  5.21054 -4 
 0.15  5.21054 -4 
 0.13  5.21054 -4 
 0.11  5.21054 -4 
 0.09  5.21054 -4 
 0.07  5.21054 -4 
 0.05  5.21054 -4 
 0.03  5.21054 -4 
 0.01  5.21054 -4 


# Contour 8, label:     -4.5
 0.99  4.87219 -4.5 
 0.97  4.87219 -4.5 
 0.95  4.87219 -4.5 
 0.93  4.87219 -4.5 
 0.91  4.87219 -4.5 
 0.89  4.87219 -4.5 
 0.87  4.87219 -4.5 
 0.85  4.87219 -4.5 
 0.83  4.87218 -4.5 
 0.81  4.87218 -4.5 
 0.79  4.87218 -4.5 
 0.77  4.87218 -4.5 
 0.75  4.87218 -4.5 
 0.73  4.87217 -4.5 
 0.71  4.87217 -4.5 
 0.69  4.87217 -4.5 
 0.67  4.87217 -4.5 
 0.65  4.87217 -4.5 
 0.63  4.87217 -4.5 
 0.61  4.87217 -4.5 
 0.59  4.87217 -4.5 
 0.57  4.87217 -4.5 
 0.55  4.87216 -4.5 
 0.53  4.87216 -4.5 
 0.51  4.87216 -4.5 
 0.49  4.87215 -4.5 
 0.47  4.87215 -4.5 
 0.45  4.87215 -4.5 
 0.43  4.87215 -4.5 
 0.41  4.87215 -4.5 
 0.39  4.87215 -4.5 
 0.37  4.87215 -4.5 
 0.35  4.87215 -4.5 
 0.33  4.87214 -4.5 
 0.31  4.87214 -4.5 
 0.29  4.87214 -4.5 
 0.27  4.87214 -4.5 
 0.25  4.87213 -4.5 
 0.23  4.87213 -4.5 
 0.21  4.87213 -4.5 
 0.19  4.87213 -4.5 
 0.17  4.87213 -4.5 
 0.15  4.87213 -4.5 
 0.13  4.87213 -4.5 
 0.11  4.87213 -4.5 
 0.09  4.87213 -4.5 
 0.07  4.87213 -4.5 
 0.05  4.87213 -4.5 
 0.03  4.87213 -4.5 
 0.01  4.87213 -4.5 


# Contour 9, label:       -5
 0.99  4.55525 -5 
 0.97  4.55525 -5 
 0.95  4.55525 -5 
 0.93  4.55525 -5 
 0.91  4.55525 -5 
 0.89  4.55525 -5 
 0.87  4.55525 -5 
 0.85  4.55525 -5 
 0.83  4.55525 -5 
 0.81  4.55524 -5 
 0.79  4.55524 -5 
 0.77  4.55524 -5 
 0.75  4.55524 -5 
 0.73  4.55523 -5 
 0.71  4.55523 -5 
 0.69  4.55522 -5 
 0.67  4.55522 -5 
 0.65  4.55522 -5 
 0.63  4.55521 -5 
 0.61  4.55521 -5 
 0.59  4.5552 -5 
 0.57  4.5552 -5 
 0.55  4.55519 -5 
 0.53  4.55519 -5 
 0.51  4.55519 -5 
 0.49  4.55518 -5 
 0.47  4.55518 -5 
 0.45  4.55517 -5 
 0.43  4.55517 -5 
 0.41  4.55516 -5 
 0.39  4.55516 -5 
 0.37  4.55516 -5 
 0.35  4.55515 -5 
 0.33  4.55514 -5 
 0.31  4.55514 -5 
 0.29  4.55514 -5 
 0.27  4.55513 -5 
 0.25  4.55513 -5 
 0.23  4.55513 -5 
 0.21  4.55513 -5 
 0.19  4.55512 -5 
 0.17  4.55512 -5 
 0.15  4.55512 -5 
 0.13  4.55512 -5 
 0.11  4.55511 -5 
 0.09  4.55511 -5 
 0.07  4.55511 -5 
 0.05  4.55511 -5 
 0.03  4.55511 -5 
 0.01  4.55511 -5 


# Contour 10, label:     -5.5
 0.99  4.25563 -5.5 
 0.97  4.25563 -5.5 
 0.95  4.25563 -5.5 
 0.93  4.25563 -5.5 
 0.91  4.25563 -5.5 
 0.89  4.25562 -5.5 
 0.87  4.25562 -5.5 
 0.85  4.25562 -5.5 
 0.83  4.25561 -5.5 
 0.81  4.2556 -5.5 
 0.79  4.2556 -5.5 
 0.77  4.25559 -5.5 
 0.75  4.25558 -5.5 
 0.73  4.25558 -5.5 
 0.71  4.25557 -5.5 
 0.69  4.25555 -5.5 
 0.67  4.25555 -5.5 
 0.65  4.25554 -5.5 
 0.63  4.25553 -5.5 
 0.61  4.25552 -5.5 
 0.59  4.25551 -5.5 
 0.57  4.2555 -5.5 
 0.55  4.25549 -5.5 
 0.53  4.25547 -5.5 
 0.51  4.25546 -5.5 
 0.49  4.25545 -5.5 
 0.47  4.25544 -5.5 
 0.45  4.25543 -5.5 
 0.43  4.25542 -5.5 
 0.41  4.25541 -5.5 
 0.39  4.2554 -5.5 
 0.37  4.25539 -5.5 
 0.35  4.25538 -5.5 
 0.33  4.25536 -5.5 
 0.31  4.25536 -5.5 
 0.29  4.25535 -5.5 
 0.27  4.25534 -5.5 
 0.25  4.25533 -5.5 
 0.23  4.25532 -5.5 
 0.21  4.25532 -5.5 
 0.19  4.25531 -5.5 
 0.17  4.2553 -5.5 
 0.15  4.2553 -5.5 
 0.13  4.25529 -5.5 
 0.11  4.25529 -5.5 
 0.09  4.25528 -5.5 
 0.07  4.25528 -5.5 
 0.05  4.25528 -5.5 
 0.03  4.25528 -5.5 
 0.01  4.25528 -5.5 


# Contour 11, label:       -6
 0.99  3.97037 -6 
 0.97  3.97037 -6 
 0.95  3.97037 -6 
 0.93  3.97036 -6 
 0.91  3.97036 -6 
 0.89  3.97035 -6 
 0.87  3.97034 -6 
 0.85  3.97033 -6 
 0.83  3.97032 -6 
 0.81  3.9703 -6 
 0.79  3.97029 -6 
 0.77  3.97027 -6 
 0.75  3.97025 -6 
 0.73  3.97023 -6 
 0.71  3.97021 -6 
 0.69  3.9702 -6 
 0.67  3.97017 -6 
 0.65  3.97015 -6 
 0.63  3.97012 -6 
 0.61  3.9701 -6 
 0.59  3.97007 -6 
 0.57  3.97005 -6 
 0.55  3.97002 -6 
 0.53  3.97 -6 
 0.51  3.96997 -6 
 0.49  3.96994 -6 
 0.47  3.96992 -6 
 0.45  3.96989 -6 
 0.43  3.96987 -6 
 0.41  3.96984 -6 
 0.39  3.96982 -6 
 0.37  3.96979 -6 
 0.35  3.96977 -6 
 0.33  3.96975 -6 
 0.31  3.96973 -6 
 0.29  3.9697 -6 
 0.27  3.96968 -6 
 0.25  3.96967 -6 
 0.23  3.96964 -6 
 0.21  3.96963 -6 
 0.19  3.96961 -6 
 0.17  3.9696 -6 
 0.15  3.96959 -6 
 0.13  3.96958 -6 
 0.11  3.96956 -6 
 0.09  3.96956 -6 
 0.07  3.96955 -6 
 0.05  3.96955 -6 
 0.03  3.96954 -6 
 0.01  3.96954 -6 


# Contour 12, label:     -6.5
 0.99  3.6974 -6.5 
 0.97  3.6974 -6.5 
 0.95  3.69739 -6.5 
 0.93  3.69738 -6.5 
 0.91  3.69736 -6.5 
 0.89  3.69735 -6.5 
 0.87  3.69732 -6.5 
 0.85  3.6973 -6.5 
 0.83  3.69727 -6.5 
 0.81  3.69724 -6.5 
 0.79  3.6972 -6.5 
 0.77  3.69717 -6.5 
 0.75  3.69713 -6.5 
 0.73  3.69708 -6.5 
 0.71  3.69704 -6.5 
 0.69  3.69699 -6.5 
 0.67  3.69694 -6.5 
 0.65  3.69689 -6.5 
 0.63  3.69683 -6.5 
 0.61  3.69678 -6.5 
 0.59  3.69672 -6.5 
 0.57  3.69666 -6.5 
 0.55  3.69661 -6.5 
 0.53  3.69655 -6.5 
 0.51  3.69649 -6.5 
 0.49  3.69643 -6.5 
 0.47  3.69637 -6.5 
 0.45  3.69631 -6.5 
 0.43  3.69625 -6.5 
 0.41  3.6962 -6.5 
 0.39  3.69614 -6.5 
 0.37  3.69608 -6.5 
 0.35  3.69603 -6.5 
 0.33  3.69598 -6.5 
 0.31  3.69593 -6.5 
 0.29  3.69587 -6.5 
 0.27  3.69583 -6.5 
 0.25  3.69578 -6.5 
 0.23  3.69575 -6.5 
 0.21  3.69571 -6.5 
 0.19  3.69567 -6.5 
 0.17  3.69564 -6.5 
 0.15  3.69561 -6.5 
 0.13  3.69558 -6.5 
 0.11  3.69556 -6.5 
 0.09  3.69554 -6.5 
 0.07  3.69553 -6.5 
 0.05  3.69552 -6.5 
 0.03  3.69551 -6.5 
 0.01  3.69551 -6.5 


# Contour 13, label:       -7
 0.99  3.43527 -7 
 0.97  3.43526 -7 
 0.95  3.43525 -7 
 0.93  3.43523 -7 
 0.91  3.43519 -7 
 0.89  3.43516 -7 
 0.87  3.43511 -7 
 0.85  3.43505 -7 
 0.83  3.43499 -7 
 0.81  3.43492 -7 
 0.79  3.43485 -7 
 0.77  3.43477 -7 
 0.75  3.43468 -7 
 0.73  3.43458 -7 
 0.71  3.43449 -7 
 0.69  3.43438 -7 
 0.67  3.43427 -7 
 0.65  3.43416 -7 
 0.63  3.43404 -7 
 0.61  3.43392 -7 
 0.59  3.4338 -7 
 0.57  3.43367 -7 
 0.55  3.43354 -7 
 0.53  3.43341 -7 
 0.51  3.43328 -7 
 0.49  3.43315 -7 
 0.47  3.43302 -7 
 0.45  3.43289 -7 
 0.43  3.43276 -7 
 0.41  3.43263 -7 
 0.39  3.43251 -7 
 0.37  3.43238 -7 
 0.35  3.43226 -7 
 0.33  3.43214 -7 
 0.31  3.43203 -7 
 0.29  3.43192 -7 
 0.27  3.43182 -7 
 0.25  3.43173 -7 
 0.23  3.43163 -7 
 0.21  3.43155 -7 
 0.19  3.43147 -7 
 0.17  3.4314 -7 
 0.15  3.43133 -7 
 0.13  3.43127 -7 
 0.11  3.43122 -7 
 0.09  3.43118 -7 
 0.07  3.43115 -7 
 0.05  3.43112 -7 
 0.03  3.4311 -7 
 0.01  3.4311 -7 


# Contour 14, label:     -7.5
 0.99  3.18325 -7.5 
 0.97  3.18323 -7.5 
 0.95  3.1832 -7.5 
 0.93  3.18315 -7.5 
 0.91  3.18309 -7.5 
 0.89  3.18301 -7.5 
 0.87  3.18291 -7.5 
 0.85  3.1828 -7.5 
 0.83  3.18267 -7.5 
 0.81  3.18253 -7.5 
 0.79  3.18237 -7.5 
 0.77  3.1822 -7.5 
 0.75  3.18201 -7.5 
 0.73  3.18182 -7.5 
 0.71  3.18161 -7.5 
 0.69  3.18139 -7.5 
 0.67  3.18116 -7.5 
 0.65  3.18092 -7.5 
 0.63  3.18068 -7.5 
 0.61  3.18042 -7.5 
 0.59  3.18016 -7.5 
 0.57  3.17989 -7.5 
 0.55  3.17962 -7.5 
 0.53  3.17934 -7.5 
 0.51  3.17906 -7.5 
 0.49  3.17878 -7.5 
 0.47  3.17849 -7.5 
 0.45  3.17821 -7.5 
 0.43  3.17793 -7.5 
 0.41  3.17765 -7.5 
 0.39  3.17738 -7.5 
 0.37  3.17711 -7.5 
 0.35  3.17685 -7.5 
 0.33  3.17659 -7.5 
 0.31  3.17634 -7.5 
 0.29  3.1761 -7.5 
 0.27  3.17588 -7.5 
 0.25  3.17566 -7.5 
 0.23  3.17546 -7.5 
 0.21  3.17527 -7.5 
 0.19  3.17509 -7.5 
 0.17  3.17493 -7.5 
 0.15  3.17479 -7.5 
 0.13  3.17466 -7.5 
 0.11  3.17455 -7.5 
 0.09  3.17446 -7.5 
 0.07  3.17438 -7.5 
 0.05  3.17433 -7.5 
 0.03  3.17429 -7.5 
 0.01  3.17427 -7.5 


# Contour 15, label:       -8
 0.99  2.94134 -8 
 0.97  2.94131 -8 
 0.95  2.94124 -8 
 0.93  2.94115 -8 
 0.91  2.94102 -8 
 0.89  2.94086 -8 
 0.87  2.94067 -8 
 0.85  2.94045 -8 
 0.83  2.9402 -8 
 0.81  2.93992 -8 
 0.79  2.93961 -8 
 0.77  2.93928 -8 
 0.75  2.93891 -8 
 0.73  2.93852 -8 
 0.71  2.9381 -8 
 0.69  2.93767 -8 
 0.67  2.9372 -8 
 0.65  2.93672 -8 
 0.63  2.93622 -8 
 0.61  2.93569 -8 
 0.59  2.93515 -8 
 0.57  2.9346 -8 
 0.55  2.93403 -8 
 0.53  2.93345 -8 
 0.51  2.93286 -8 
 0.49  2.93227 -8 
 0.47  2.93167 -8 
 0.45  2.93107 -8 
 0.43  2.93047 -8 
 0.414262  2.93 -8 
 0.41  2.92987 -8 
 0.39  2.92929 -8 
 0.37  2.9287 -8 
 0.35  2.92813 -8 
 0.33  2.92757 -8 
 0.31  2.92703 -8 
 0.29  2.92651 -8 
 0.27  2.926 -8 
 0.25  2.92552 -8 
 0.23  2.92507 -8 
 0.21  2.92464 -8 
 0.19  2.92425 -8 
 0.17  2.92389 -8 
 0.15  2.92356 -8 
 0.13  2.92328 -8 
 0.11  2.92303 -8 
 0.09  2.92282 -8 
 0.07  2.92264 -8 
 0.05  2.92252 -8 
 0.03  2.92243 -8 
 0.01  2.92239 -8 


# Contour 16, label:     -8.5
 0.99  2.71037 -8.5 
 0.97  2.71032 -8.5 
 0.95  2.71021 -8.5 
 0.93  2.71004 -8.5 
 0.9264  2.71 -8.5 
 0.91  2.70982 -8.5 
 0.89  2.70954 -8.5 
 0.87  2.70921 -8.5 
 0.85  2.70882 -8.5 
 0.83  2.70838 -8.5 
 0.81  2.70788 -8.5 
 0.79  2.70733 -8.5 
 0.77  2.70672 -8.5 
 0.75  2.70606 -8.5 
 0.73  2.70534 -8.5 
 0.71  2.70458 -8.5 
 0.69  2.70376 -8.5 
 0.67  2.70289 -8.5 
 0.65  2.70197 -8.5 
 0.63  2.70101 -8.5 
 0.61  2.7 -8.5 
 0.59  2.69894 -8.5 
 0.57  2.69784 -8.5 
 0.55  2.69671 -8.5 
 0.53  2.69554 -8.5 
 0.51  2.69434 -8.5 
 0.49  2.69311 -8.5 
 0.47  2.69186 -8.5 
 0.45  2.6906 -8.5 
 0.440597  2.69 -8.5 
 0.43  2.68932 -8.5 
 0.41  2.68804 -8.5 
 0.39  2.68675 -8.5 
 0.37  2.68548 -8.5 
 0.35  2.68421 -8.5 
 0.33  2.68296 -8.5 
 0.31  2.68174 -8.5 
 0.29  2.68055 -8.5 
 0.27  2.6794 -8.5 
 0.25  2.6783 -8.5 
 0.23  2.67725 -8.5 
 0.21  2.67626 -8.5 
 0.19  2.67534 -8.5 
 0.17  2.67449 -8.5 
 0.15  2.67372 -8.5 
 0.13  2.67303 -8.5 
 0.11  2.67244 -8.5 
 0.09  2.67193 -8.5 
 0.07  2.67152 -8.5 
 0.05  2.67122 -8.5 
 0.03  2.67101 -8.5 
 0.01  2.67091 -8.5 


# Contour 17, label:       -9
 0.99  2.49177 -9 
 0.97  2.49169 -9 
 0.95  2.49153 -9 
 0.93  2.4913 -9 
 0.91  2.49098 -9 
 0.89  2.49059 -9 
 0.87  2.49011 -9 
 0.866031  2.49 -9 
 0.85  2.48956 -9 
 0.83  2.48891 -9 
 0.81  2.48818 -9 
 0.79  2.48736 -9 
 0.77  2.48644 -9 
 0.75  2.48543 -9 
 0.73  2.48432 -9 
 0.71  2.4831 -9 
 0.69  2.48178 -9 
 0.67  2.48035 -9 
 0.65  2.47881 -9 
 0.63  2.47715 -9 
 0.61  2.47537 -9 
 0.59  2.47347 -9 
 0.57  2.47145 -9 
 0.556433  2.47 -9 
 0.55  2.46931 -9 
 0.53  2.46706 -9 
 0.51  2.4647 -9 
 0.49  2.46222 -9 
 0.47  2.45963 -9 
 0.45  2.45694 -9 
 0.43  2.45416 -9 
 0.41  2.45131 -9 
 0.400939  2.45 -9 
 0.39  2.4484 -9 
 0.37  2.44544 -9 
 0.35  2.44246 -9 
 0.33  2.43948 -9 
 0.31  2.4365 -9 
 0.29  2.43358 -9 
 0.27  2.43071 -9 
 0.264826  2.43 -9 
 0.25  2.42793 -9 
 0.23  2.42525 -9 
 0.21  2.4227 -9 
 0.19  2.42031 -9 
 0.17  2.4181 -9 
 0.15  2.41608 -9 
 0.13  2.41428 -9 
 0.11  2.4127 -9 
